"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID"
"Knight","","Judgment Blade (Agrias Only)","6","PHY","Single enemy","Physical","5.50","Holy","1.65","Five single attacks (1.10 each), causes [Imperil Holy 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","6th Anniversary Festival","不動無明剣(アグリアス専用)","30211271"
"Knight","","Wings of Pride (Angeal Only)","6","PHY","Single enemy","Physical","3.00","Wind, Holy","1.65","3/5 single attacks (1.00 each) if the user hasn't/has any Damage Reduction Barrier, grants [40% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Fat Black Chocobo: A Howling Forgery","傲慢なる翼(アンジール専用)","30211281"
"Knight","","Shimmering Slash (Ceodore Only)","6","PHY","Single enemy","Physical","6.60","Holy","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","A Tender Melody Dedicated to You","バイブレイ・スラッシュ(セオドア専用)","30211291"
"Knight","","Shock (Leo Only)","6","PHY","Single enemy","Physical","7.10","Earth, Holy","1.65","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (VI)","ショック(レオ将軍専用)","30211311"
"Knight","","Circle of Scorn (Haurchefant Only)","6","PHY","Single enemy","Physical","4.00","Holy, Ice","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","90","2","10","Ice Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Thrills and Treats","サークルオブドゥーム(オルシュファン専用)","30211301"
"Knight","","Ruin Impendent (Basch Only)","6","PHY","Single enemy","Physical","4.00","Holy, Fire","1.65","Four single attacks (1.00 each), grants [HP Stock (2000)] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Fat Black Chocobo: Shady Magicites","紛れ無き終焉(バッシュ専用)","30211321"
"Knight","","Boulder Blow (Biggs Only)","6","PHY","Single enemy","Physical","7.10","Earth, Holy","1.65","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Core Torment","オレ様流・聖岩裂斬(ビッグス専用)","30211331"
"Knight","","Swift Blade (Curilla Only)","6","PHY","Single enemy","Physical","4.00","Holy","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","A Sword to Sheathe","スウィフトブレード(クリルラ専用)","30211341"
"Knight","","The Echo (Minfilia Only)","6","NAT","All allies","","","","1.65","Restores 1000 HP","N","All allies","180","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Extreme Fest 2020","超える力(ミンフィリア専用)","30211351"
"Knight","","Divine Destruction (Meliadoul Only)","6","PHY","Single enemy","Physical","5.50","Earth, Holy","1.65","Five single attacks (1.10 each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with uses, causes [Imperil Earth 10% (5s)] and [Imperil Holy 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Chaotic Memories (FFT)","剛剣・強甲破点突き(メリアドール専用)","30211361"
"Samurai","","Retaliate","2","NAT","Self","","","","1.65","Grants [Retaliate] for 15 seconds","Y","Self","80","2","10","Lesser Power","5","10","20","30","50","Lesser Non-Elemental","3","6","12","18","30","Lesser Earth","3","6","12","18","30","","","","","","","Dungeons Update #2","かまえる","30221001"
"Samurai","","Iai Strike","3","PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), causes [Instant KO] (30%)","Y","Highest HP% enemy","65","2","10","Power","5","10","20","30","50","Lightning","3","6","12","18","30","Dark","3","6","12","18","30","","","","","","","Ultimate Guardian","居合い抜き","30221011"
"Samurai","","Yukikaze","4","PHY","All enemies","Physical","1.50","-","1.65","One group attack (1.50), causes [Blind] (20%)","Y","All enemies","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Ice","3","6","12","18","30","","","","","","","Ultimate Guardian","雪風","30221021"
"Samurai","","Flashing Blade","5","PHY","All enemies","Physical","2.66","-","1.65","Two group attacks (1.33 each), 100% hit rate, cast time 1.650/1.485/1.155/0.825/0.495 scaling with uses","Y","All enemies","100","2","10","Major Power","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Ice","6","12","24","36","60","","","","","","","The Malice Within","剣閃","30221031"
"Samurai","","Mirror of Equity","4","PHY","Single","Physical","2.20","-","1.65","One single attack (2.20), causes [Sap] to the user, [ATK +30%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","The Malice Within","明鏡","30221041"
"Samurai","","Darkmoon","4","PHY","All enemies","Physical","1.50","-","1.65","One group attack (1.50), causes [Silence] (20%)","Y","All enemies","50","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Ice","3","6","12","18","30","","","","","","","Festive Fantasy","-","30221051"
"Samurai","","Fire Blossom","4","PHY","All enemies","Physical","1.60","Fire","1.65","One group attack (1.60)","Y","All enemies","70","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Fire","3","6","12","18","30","","","","","","","The Lone Wolf's Lament","花焔","30221061"
"Samurai","","Demonsblood","6","PHY","All enemies","Physical","3.30","Dark, NE","1.65","Three group attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","Y","All enemies","90","2","10","Non-Elemental Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","","","","","","","The Five Dooms","羅刹","30221081"
"Samurai","","Hailstorm","5","PHY","Single enemy","Physical","3.20","Ice","1.65","Four single attacks (0.80 each), grants [Hailstorm] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","10","20","40","60","100","Major Non-Elemental","6","12","24","36","60","Major Ice","6","12","24","36","60","","","","","","","Women of the World","氷雨","30221091"
"Samurai","","Warring Flame","5","PHY","Single enemy","Physical","3.00","Fire","1.65","Four single attacks (0.75 each), 50% additional critical chance if user has [Retaliate] or [High Retaliate]","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Ice","6","12","24","36","60","","","","","","","The More the Merrier","抜刀・乱炎","30221101"
"Samurai","","Smoldering Moon","5","PHY","Single enemy","Physical","2.00","Fire","1.65","Two single attacks (1.00 each), grants [Retaliate] to the user","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Ice","6","12","24","36","60","","","","","","","The More the Merrier","構え・焔月","30221111"
"Samurai","","Warring Frost","5","PHY","Single enemy","Physical","3.00","Ice","1.65","Four single attacks (0.75 each), 50% additional critical chance if user has [Retaliate] or [High Retaliate]","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","10","20","40","60","100","Major Ice","6","12","24","36","60","Major Lightning","6","12","24","36","60","","","","","","","Dream Meet Despair","抜刀・乱氷","30221121"
"Samurai","","Freezing Moon","5","PHY","Single enemy","Physical","2.00","Ice","1.65","Two single attacks (1.00 each), grants [Retaliate] to the user","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","10","20","40","60","100","Major Ice","6","12","24","36","60","Major Lightning","6","12","24","36","60","","","","","","","Dream Meet Despair","構え・冷月","30221131"
"Samurai","","Damning Flame","5","PHY","Single enemy","Physical","3.20","Fire","1.65","Four single attacks (0.80 each), grants [Hailstorm] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Non-Elemental","10","20","40","60","100","Major Fire","6","12","24","36","60","","","","","","","A Promise Kept","業火","30221141"
"Samurai","","Iai Hellfire","5","PHY","Single enemy","Physical","3.55","Fire","1.65","Five single attacks (0.71 each), 20% additional critical chance, grants [Iai Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Lightning","6","12","24","36","60","","","","","","","A Promise Kept","居合・獄炎","30221151"
"Samurai","","Iai Hellfrost","5","PHY","Single enemy","Physical","3.55","Ice","1.65","Five single attacks (0.71 each), 20% additional critical chance, grants [Iai Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Queen of the Dance","居合・獄氷","30221161"
"Samurai","","Fire-Touched Blade","6","PHY","Single enemy","Physical","4.25","Fire","1.65","Five single attacks (0.85 each), 50% additional critical chance if the user has [Retaliate] or [High Retaliate]","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Revel in Destruction","抜刀ノ弐・火閃","30221171"
"Samurai","","Frost-Touched Blade","6","PHY","Single enemy","Physical","4.25","Ice","1.65","Five single attacks (0.85 each), 50% additional critical chance if the user has [Retaliate] or [High Retaliate]","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Hatred Incarnate","抜刀ノ弐・冷閃","30221181"
"Samurai","","Frostfire Carnage","6","PHY","All enemies","Physical","4.40","Fire, Ice","1.65","Five single attacks (0.74~0.88 each scaling with targets)","Y","All enemies","90","2","10","Non-Elemental Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Ice Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","A Special Bond","なで斬り・氷炎","30221191"
"Samurai","","Pyro Glacial Stance","6","PHY","Single enemy","Physical","4.25","Fire, Ice","1.65","Five single attacks (0.85 each), grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Ice Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Knights of Grandshelt","焔冷の構え","30221201"
"Samurai","","Wild Rose (Firion Only)","6","PHY","Single enemy","Physical","4.00","Holy, Ice, Fire","1.65","Four single attacks (1.00 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (II)","のばら(フリオニール専用)","30221211"
"Samurai","","Tachi: Gekko (Ayame Only)","6","PHY","Single enemy","Physical","5.70","Ice, Water","1.65","Six single attacks (0.95 each), 100% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","A Demanding Mistress","八之太刀・月光(アヤメ専用)","30221221"
"Samurai","","Banishing Blade (Auron Only)","6","PHY","Single enemy","Physical","7.10","Fire","3.30","One single attack (7.10) capped at 99999, causes [ATK, DEF, MAG and RES -40% (25s)]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Fiery Forgery","征伐(アーロン専用)","30221231"
"Samurai","","Death Claw (Gilgamesh Only)","6","PHY","Single enemy","Physical","5.70","Fire","1.65","Six single attacks (0.95 each), 100% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (V)","デスクロー(ギルガメッシュ専用)","30221241"
"Samurai","","Predecessor's Might (Cor Only)","6","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (XV)","先代王の力(コル専用)","30221251"
"Samurai","","Lightning Flash (Jack Only)","6","PHY","Single enemy","Physical","?","Fire","1.65","Six single attacks (?/? each) if user hasn't/has [Retaliate] or [High Retaliate], 50% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Y","Lowest HP% enemy","90","","","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Chilling Magicites","電光石火(ジャック専用)","30221261"
