"Name","Realm","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Effect","Character","Soul Break","Legend Materia","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL","Season","Group","Random Passive Effects"
"Jaust","Core","Staff","","","5","20","50","0","125","0","66","95","0","","-","Thorn Bind","","5","20","30","","91","","49","95","","7","30","60","","142","","74","95","","21009097","","","",""
"Healing Staff","Core","Staff","","","5","20","89","0","134","0","137","95","0","","Dr. Mog","","Master of Renewal","5","20","62","","100","","104","95","","7","30","102","","151","","153","95","","21009142","✓","","",""
"Slime Fan","Core","Staff","","","5","20","137","0","71","0","0","95","0","","Wedge","Slime Shower","","5","20","102","","53","","","95","","7","30","154","","80","","","95","","21009152","","","",""
"Staff of Light","Core","Staff","","","5","20","89","0","137","0","134","95","0","","Dr. Mog","","Archives' Promise","5","20","62","","104","","100","95","","7","30","102","","153","","151","95","","21009166","✓","","",""
"Oak Staff","Core","Staff","","","5","20","89","0","137","0","134","95","0","","Dr. Mog","Bubble Mode","","5","20","62","","104","","100","95","","7","30","102","","153","","151","95","","21009175","✓","","",""
"Healing Staff","I","Staff","","","5","20","55","0","100","0","125","95","0","Holy damage +20%","Sarah","Sacred Prayer","","5","20","35","","67","","92","95","","7","30","65","","117","","141","95","","21009054","✓","","",""
"Matoya's Broom","I","Staff","","","5","20","55","0","130","0","105","95","0","","Matoya","Inner Eye","","5","20","35","","96","","72","95","","7","30","65","","147","","122","95","","21009081","✓","","",""
"Rune Staff","I","Staff","","","5","20","55","0","100","0","146","95","0","","Sarah","Love of Cornelia","","5","20","35","","67","","113","95","","7","30","65","","117","","162","95","","21009073","✓","","",""
"Mage's Staff","I","Staff","","","5","20","55","0","143","0","105","95","0","","Matoya","","Apt Apothecary","5","20","35","","109","","72","95","","7","30","65","","160","","122","95","","21009096","✓","","",""
"Yggdrasil Staff","I","Staff","","","5","20","55","0","143","0","66","95","0","","Echo","","Faerie Helper","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009192","✓","","",""
"Healing Staff","II","Staff","","","5","20","55","0","100","0","121","95","0","","Minwu","Will of the White Mage","","5","20","35","","67","","87","95","","7","30","65","","117","","138","95","","21009049","✓","","",""
"Holy Wand","II","Staff","","","5","20","55","0","100","0","145","95","0","Holy damage +20%","Minwu","Holy XVI","","5","20","35","","67","","112","95","","7","30","65","","117","","161","95","","21009116","✓","","",""
"Staff of the Magi","II","Staff","","","5","20","55","0","100","0","146","95","0","Holy resistance (minor)","Minwu","","Seer of Fate","5","20","35","","67","","113","95","","7","30","65","","117","","162","95","","21009084","✓","","",""
"Holy Wand","III","Staff","","","5","20","49","0","100","0","114","95","0","","Arc","Soothing Light","","5","20","29","","67","","80","95","","7","30","59","","117","","131","95","","21009027","✓","","",""
"Elder Staff","III","Staff","","","5","20","55","0","115","0","119","95","0","","Arc","Renewing Rains","","5","20","35","","82","","86","95","","7","30","65","","132","","135","95","","21009053","✓","","",""
"Eternal Staff","III","Staff","","","5","20","55","0","127","0","105","95","0","Silence immunity (minor)","Onion Knight","Blowback","","5","20","35","","93","","72","95","","7","30","65","","144","","122","95","","21009076","✓","","",""
"Staff of the Magi","III","Staff","","","5","20","55","0","100","0","135","95","0","","Arc","Auroral Grace","","5","20","35","","67","","102","95","","7","30","65","","117","","151","95","","21009083","✓","","",""
"Calcite Staff","III","Staff","","","5","20","55","0","132","0","105","95","0","Dark damage +20%","Cloud of Darkness","Fusillade Particle Beam","","5","20","35","","98","","72","95","","7","30","65","","149","","122","95","","21009086","✓","","",""
"Nirvana","III","Staff","","","5","20","55","0","100","0","141","95","0","","Aria","Maiden of Water","","5","20","35","","67","","108","95","","7","30","65","","117","","157","95","","21009107","✓","","",""
"Bizarre Staff","III","Staff","","","5","20","55","0","140","0","105","95","0","Dark damage +20%","Cloud of Darkness","0-Form Particle Beam","","5","20","35","","106","","72","95","","7","30","65","","157","","122","95","","21009101","✓","","",""
"Golden Staff","III","Staff","","","5","20","55","0","100","0","145","95","0","Water damage +20%","Arc","","Studious Orphan","5","20","35","","67","","112","95","","7","30","65","","117","","161","95","","21009159","✓","","",""
"Chaos Mace","III","Staff","","","5","20","55","0","143","0","105","95","0","","Cloud of Darkness","","Herald of Darkness","5","20","35","","109","","72","95","","7","30","65","","160","","122","95","","21009109","✓","","",""
"Healing Staff","IV","Staff","","","5","20","55","0","88","0","107","95","0","","-","Heal","","5","20","44","","55","","74","95","","7","30","60","","105","","124","95","","21009040","✓","","",""
"Seraphim's Mace","IV","Staff","","","5","20","55","0","100","0","124","95","0","","Porom","Sync","","5","20","35","","67","","91","95","","7","30","65","","117","","140","95","","21009041","✓","","",""
"Zeus Mace","IV","Staff","","","5","20","55","0","100","0","136","95","0","","Porom","Healing Wind (IV)","","5","20","35","","67","","103","95","","7","30","65","","117","","152","95","","21009075","✓","","",""
"Cypress Pole","IV","Staff","","","5","20","55","0","143","0","105","95","0","","Tellah","","Learned Sage","5","20","35","","109","","72","95","","7","30","65","","160","","122","95","","21009144","✓","","",""
"Nirvana","IV","Staff","","","5","20","55","0","100","0","146","95","0","","Porom","White Magic Touch","","5","20","35","","67","","113","95","","7","30","65","","117","","162","95","","21009042","✓","","",""
"Cloud Staff","IV","Staff","","","5","20","55","0","143","0","66","95","0","","Palom","Black Magic Touch","","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009135","✓","","",""
"Healing Staff","V","Staff","","","5","20","34","0","93","0","111","95","0","Holy damage +20%","Lenna","Royal Devotion","","5","20","23","","60","","77","95","","7","30","39","","110","","128","95","","21009014","✓","","",""
"Judgment Staff","V","Staff","","","5","20","33","0","55","0","109","95","0","","","","","5","20","23","","38","","76","95","","7","30","38","","63","","126","95","","21009019","✓","","",""
"Sage's Staff","V","Staff","","","5","20","55","0","100","0","116","95","0","","Lenna","Princess' Favor","","5","20","35","","67","","82","95","","7","30","65","","117","","133","95","","21009034","✓","","",""
"Power Staff","V","Staff","","","5","20","55","0","100","0","117","95","0","","Lenna","Flames of War","","5","20","35","","67","","83","95","","7","30","65","","117","","134","95","","21009046","✓","","",""
"Protector of Life","V","Staff","","","5","20","55","0","100","0","123","95","0","","Lenna","Messianic Rebirth","","5","20","35","","67","","90","95","","7","30","65","","117","","139","95","","21009052","","","",""
"Mace of Zeus","V","Staff","","","5","20","55","0","100","0","126","95","0","","Lenna","Pride of Tycoon","","5","20","35","","67","","93","95","","7","30","65","","117","","142","95","","21009060","✓","","",""
"Nirvana","V","Staff","","","5","20","55","0","100","0","131","95","0","","Lenna","Phoenix of Tycoon","","5","20","35","","67","","98","95","","7","30","65","","117","","147","95","","21009064","✓","","",""
"Enuo's Scourge","V","Staff","","","5","20","55","0","127","0","66","95","0","Dark damage +20%","Exdeath","Power of the Void","","5","20","35","","93","","49","95","","7","30","65","","144","","74","95","","21009070","✓","","",""
"Rune Staff","V","Staff","","","5","20","55","0","100","0","143","95","0","","Lenna","Tender Mercy","","5","20","35","","67","","110","95","","7","30","65","","117","","159","95","","21009111","✓","","",""
"Seraphim's Mace","V","Staff","","","5","20","55","0","143","0","66","95","0","","Krile","Cloud of Dust","","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009074","✓","","",""
"Doom Mace","V","Staff","","","5","20","55","0","143","0","66","95","0","","Exdeath","Orbital Power","","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009085","✓","","",""
"Chaos Mace","V","Staff","","","5","20","55","0","137","0","140","95","0","","Exdeath","","Tree Most Foul","5","20","35","","103","","107","95","","7","30","65","","154","","156","95","","21009088","✓","","",""
"Aura Staff","VIII","Staff","","","5","20","55","0","143","0","66","95","0","","Edea","Power Succession","","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009138","✓","","",""
"Judicer's Staff","VIII","Staff","","","5","20","55","0","143","0","66","95","0","","Ultimecia","","Existence Denied","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009130","✓","","",""
"Storm Staff","IX","Staff","","","5","20","34","0","112","0","101","95","0","","Garnet","Ramuh","","5","20","23","","78","","68","95","","7","30","39","","129","","118","95","","21009031","✓","","",""
"Ice Staff","IX","Staff","","","5","20","35","0","105","0","61","95","0","Ice damage +20%","-","Frost","","5","20","25","","74","","44","95","","7","30","39","","121","","69","95","","21009035","✓","","",""
"Flame Staff","IX","Staff","","","5","20","55","0","126","0","63","95","0","Fire damage +20%","Vivi","Proof of Existence","","5","20","35","","92","","46","95","","7","30","65","","143","","71","95","","21009036","✓","","",""
"Staff of Ramuh","IX","Staff","","","5","20","55","0","132","0","105","95","0","Lightning damage +20%","Garnet","Trial by Lightning","","5","20","35","","98","","72","95","","7","30","65","","149","","122","95","","21009092","✓","","",""
"Nirvana","IX","Staff","","","5","20","55","0","143","0","66","95","0","","Vivi","True Black Mage","","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009067","✓","","",""
"Mage's Staff","X","Staff","","","5","20","55","0","88","0","107","95","0","","-","Prayer","","5","20","44","","55","","74","95","","7","30","60","","105","","124","95","","21009037","✓","","",""
"Braska's Staff","X","Staff","","","5","20","50","0","123","0","61","95","0","","Braska","Aeons of Wing and Flame","","5","20","30","","89","","44","95","","7","30","60","","140","","69","95","","21009059","✓","","",""
"High Summoner's Staff","X","Staff","","","5","20","55","0","127","0","127","95","0","Fire damage +20%","Braska","Wandering Flame","","5","20","35","","93","","94","95","","7","30","65","","144","","143","95","","21009078","✓","","",""
"High Summoner's Longstaff","X","Staff","","","5","20","55","0","134","0","105","95","0","Fire damage +20%","Braska","Trine Summoning","","5","20","35","","100","","72","95","","7","30","65","","151","","122","95","","21009093","✓","","",""
"Staff of Thorns","X","Staff","","","5","20","55","0","100","0","146","95","0","Chance to cause Sleep","Yuna","","Family Tradition","5","20","35","","67","","113","95","","7","30","65","","117","","162","95","","21009102","✓","","",""
"Golden Staff","X","Staff","","","5","20","55","0","100","0","146","95","0","","Yuna","Fayth's Refuge","","5","20","35","","67","","113","95","","7","30","65","","117","","162","95","","21009122","✓","","",""
"Jupiter's Staff","XI","Staff","","","5","20","55","0","123","0","61","95","0","","Shantotto","Vidofnir","","5","20","35","","89","","44","95","","7","30","65","","140","","69","95","","21009063","✓","","",""
"Terra's Staff","XI","Staff","","","5","20","55","0","143","0","66","95","0","","Shantotto","Elemental Celerity","","5","20","35","","109","","49","95","","7","30","65","","160","","74","95","","21009089","✓","","",""
"Healing Mace","XI","Staff","","","5","20","55","0","100","0","146","95","0","","Aphmau","","Automaton Affinity","5","20","35","","67","","113","95","","7","30","65","","117","","162","95","","21009080","✓","","",""
"Musk Stick","XII","Staff","","","5","20","34","0","88","0","106","95","0","","-","Soothing Aroma","","5","20","23","","55","","73","95","","7","30","39","","105","","123","95","","21009028","✓","","",""
"Judicer's Staff","XII","Staff","","","5","20","55","0","100","0","118","95","0","","Penelo","War Dance","","5","20","35","","67","","84","95","","7","30","65","","117","","135","95","","21009043","✓","","",""
"Cloud Staff","XII","Staff","","","5","20","89","0","100","0","129","95","0","","Larsa","Archadian Draught","","5","20","62","","67","","96","95","","7","30","102","","117","","145","95","","21009044","✓","","",""
"Staff of the Magi","XII","Staff","","","5","20","55","0","100","0","132","95","0","Holy damage +20%","Larsa","Manufacted Marvel","","5","20","35","","67","","99","95","","7","30","65","","117","","148","95","","21009045","✓","","",""
"Physician's Staff","XIII","Staff","","","5","20","55","0","100","0","119","95","0","Holy damage +20%","Vanille","Miracle Prayer","","5","20","35","","67","","85","95","","7","30","65","","117","","136","95","","21009048","✓","","",""
