"ID","Common Name","Effects","Default Duration","MND Modifier","Exclusive Status"
"50831","Vagrant Knight Mode","Casts Vagrant Knight Alpha 1/2 at Vagrant Knight Alpha Level 2/3 and Vagrant Knight Beta Level 0 or 1, casts Vagrant Knight Beta 1/2 at Vagrant Knight Beta Level 2/3 and Vagrant Knight Alpha Level 0 or 1, casts Vagrant Knight Gamma 1/2 at Vagrant Knight Alpha Level 1 and Vagrant Knight Beta Level 1/Vagrant Knight Alpha Level 2+ and Vagrant Knight Beta Level 2+, all follow-ups only triggered every other cast of either Crimson Charge or Crimson Break","15","-","-"
"50832","Twin Element Mode III (Fire/Earth)","Grants [Attach Fire 2 with Stacking]/[Attach Earth 2 with Stacking] after using a Fire/Earth ability, lasts for 1 turn","-","-","-"
"50833","Icemoon Flash Follow-Up","Casts Icemoon Flash after using two Ice abilities","15","-","-"
"50834","Awoken Lotus","White Magic and Support abilities don't consume uses, cast speed x3.00 for White Magic and Support abilities, casts Superior Light after using a White Magic and Support ability","15","-","-"
"50835","Lava Flow Follow-Up","Casts Lava Flow after using three Spellblade abilities","15","-","-"
"50836","Azure Oblivion Follow-Up","Casts Azure Oblivion 1/2 after using three Ice abilities if user hasn't/has Retaliate or High Retaliate","15","-","-"
"50837","EX: Perdition's Charge","ATK +50%, casts Perdition's Blade when removed","15","-","-"
"50838","Branding Ice Blade Follow-Up","Casts Branding Ice Blade after using a Samurai ability","15","-","-"
"50840","50% Damage Reduction Barrier 3","Reduces damage taken by 50% for the next three attacks","-","-","-"
"50841","Baldesion Strike Follow-Up","Grants [Buff Fire 10% (15s)] after using a Fire ability, grants [Buff Earth 10% (15s)] after using an Earth ability","15","-","-"
"50843","Twin Element Mode III (Wind/Lightning)","Grants [Attach Wind 2 with Stacking]/[Attach Lightning 2 with Stacking] after using a Wind/Lightning ability, lasts for 1 turn","-","-","-"
"50845","Ver Mode","Casts Empowered Burst after using four of Black Mana Burst or Jolt II","15","-","-"
"50846","Quad Element Mode III (Fire/Ice/Lightning/Dark)","Grants [Attach Fire 2 with Stacking]/[Attach Ice 2 with Stacking]/[Attach Lightning 2 with Stacking]/[Attach Dark 2 with Stacking] after using a Fire/Ice/Lightning/Dark ability, lasts for 1 turn","-","-","-"
"50847","Quad Element Mode (Fire/Ice/Lightning/Dark)","Grants [Attach Fire]/[Attach Ice]/[Attach Lightning]/[Attach Dark] after using a Fire/Ice/Lightning/Dark ability, lasts for 1 turn","-","-","-"
"50848","Night's Prayer Follow-Up","After using two Fire/Ice/Lightning/Dark abilities, casts Night's Prayer (Fire)/Night's Prayer (Ice)/Night's Prayer (Lightning)/Night's Prayer (Dark) if the triggering ability deals Fire/Ice/Lightning/Dark damage","15","-","-"
"50849","Awoken Scion Red Mage","Black Magic and White Magic abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Black Magic and White Magic abilities","15","-","-"
"50850","Twin Element Mode (Wind/Lightning)","Grants [Attach Wind] after using a Wind ability, grants [Attach Lightning] after using an Lightning ability, lasts for 1 turn","-","-","-"
"50851","Embolden","Grants [Weakness +30% Boost 1] to all allies after using two Black Magic or White Magic abilities","15","-","-"
"50852","Quad Element Mode II (Fire/Ice/Lightning/Dark)","Grants [Attach Fire with Stacking]/[Attach Ice with Stacking]/[Attach Lightning with Stacking]/[Attach Dark with Stacking] after using a Fire/Ice/Lightning/Dark ability, lasts for 1 turn","-","-","-"
"50853","Twin Element Mode II (Wind/Lightning)","Grants [Attach Wind with Stacking]/[Attach Lightning with Stacking] after using a Wind/Lightning ability, lasts for 1 turn","-","-","-"
"50854","Red Mana Mode","Casts Sword of Defiance when removed","15","-","-"
"50855","Awoken Scion Sorceress","Black Magic and Witch abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Black Magic and Witch abilities","15","-","-"
"50856","Quad Element Mode (Wind/Water/Fire/Earth)","Grants [Attach Wind]/[Attach Water]/[Attach Fire]/[Attach Earth] after using a Wind/Water/Fire/Earth ability, lasts for 1 turn","-","-","-"
"50857","Precise Guard Counter","Tracks Precise Guard casts","-","-","-"
"50858","Luminescence","Grants [Attach Wind] after using two Thief abilities","15","-","-"
"50859","Awoken Astrologer","White Magic and Bard abilities don't consume uses, cast speed x2.00/2.25/2.50/2.75/3.00 for White Magic and Bard abilities, grants [HP Stock (500)]/[HP Stock (1000)]/[HP Stock (1500)]/[HP Stock (2000)]/[HP Stock (3000)] to all allies after using White Magic or Bard abilities at rank 1/2/3/4/5","15","-","-"
"50861","Precise Guard Mode","Casts Timely Counter when any Damage Reduction Barrier is removed, increases Earth damage by 15/30/50/70% after casting Timely Counter 0/1/2/3+ times","15","-","-"
"50862","Innocence Counter","Keeps track of the number of uses of Innocence","-","-","-"
"50863","Proficiency 1","Used for tracking War Dance usage","10","-","Proficiency 2, Proficiency 3"
"50864","Proficiency 2","Used for tracking War Dance usage","10","-","Proficiency 1, Proficiency 3"
"50865","Proficiency 3","Used for tracking War Dance usage","10","-","Proficiency 1, Proficiency 2"
"50866","Aspiring Hero Mode","Keeps track of the number of Wind attacks used, grants [Aspiring Hero Critical Chance] after using a Wind attack","15","-","-"
"50867","Aspiring Hero Critical Chance","Critical chance =25/50/75/100% after using 1/2/3/4+ Wind attacks while under Aspiring Hero Mode, removed if user hasn't Aspiring Hero Mode","-","-","-"
"50868","Hell Aero Follow-Up","Casts Hell Aero after using two Wind abilities","15","-","-"
"50869","Linked Materia Mode II (Wind/Dark)","Grants [Attach Wind with Stacking]/[Attach Dark with Stacking] after using a Wind/Dark ability, lasts for 1 turn","-","-","-"
"50870","Tri-Element Mode II (Water/Earth/Holy)","Grants [Attach Water with Stacking]/[Attach Earth with Stacking]/[Attach Holy with Stacking] after using a Water/Earth/Holy ability, lasts for 1 turn","-","-","-"
"50871","200% ATB","Increase ATB charge speed by x2.00","15","-","-"
"50872","Instant ATB 3","Increase ATB charge speed by x9999999, lasts for 3 turns","-","-","-"
"50873","Tri-Element Mode III (Water/Fire/Lightning)","Grants [Attach Water 2 with Stacking]/[Attach Fire 2 with Stacking]/[Attach Lightning 2 with Stacking] after using a Water/Fire/Lightning ability, lasts for 1 turn","-","-","-"
"50874","Eblan Unity","After using three of Eblan Surge or Eblan Struggle, if user has any [Attach Element], grants the same Attach Element to the user","15","-","-"
"50875","Tri-Element Mode II (Water/Fire/Lightning)","Grants [Attach Water with Stacking]/[Attach Fire with Stacking]/[Attach Lightning with Stacking] after using a Water/Fire/Lightning ability, lasts for 1 turn","-","-","-"
"50876","Star Player Mode","Grants [125% ATB (Synchro)] and [Quick Cast (Synchro)]/[200% ATB (Synchro)] and [High Quick Cast (Synchro)] to the user after using 1/2+ Sharpshooter abilities","15","-","-"
"50877","125% ATB (Synchro)","Increase ATB charge speed by x1.25, removed if user hasn't Synchro Mode","-","-","200% ATB (Synchro)"
"50878","Quick Cast (Synchro)","Cast speed x2.00, removed if user hasn't Synchro Mode","-","-","High Quick Cast (Synchro)"
"50879","High Quick Cast (Synchro)","Cast speed x3.00, removed if user hasn't Synchro Mode","-","-","Quick Cast (Synchro)"
"50880","Downburst Follow-Up","Casts Downburst after using a Wind attack","15","-","-"
"50881","Magic Sniper Mode","Grants [Quick Cast 1] to all allies in the character's row after using a Fire attack","15","-","-"
"50882","Nihility Follow-Up","Randomly casts Stormspell Strike, Meltdown or Taboo Raid after using a Dark ability","15","-","-"
"50883","Revived Lion's Soul","Grants [Instant ATB 1], [Instant Cast 1] and Red Aura +1 (max 1) to the user when the user's HP falls below 20%, removed after triggering","15","-","-"
"50884","Charismatic Snipe Follow-Up","Casts Charismatic Snipe after using two Ice abilities","15","-","-"
"50885","Lone Sniper Mode","Grants [Fire Ability +10% Boost 1]/[Fire Ability +20% Boost 1]/[Fire Ability +30% Boost 1]/[Fire Ability +40% Boost 1]/[Fire Ability +50% Boost 1] to all allies after using 1/2/3/4/5+ Fire attacks","15","-","-"
"50886","Hyper Ignition","Grants [Quick Cast 1] to all allies in the character's row after using a Fire attack","15","-","-"
"50887","Lance Flurry Follow-Up","Casts Lance Flurry after using Impact Drill or Drill Lance","15","-","-"
"50888","Bequeathed Knowledge Follow-Up","Casts Bequeathed Knowledge after using two Monk abilities","15","-","-"
"50889","Answer the Call Follow-Up","Casts Answer the Call after using two Monk abilities","15","-","-"
"50890","Vengeful Earth Follow-Up","Casts Vengeful Earth after using two Earth abilities","15","-","-"
"50891","Gaia Stamp Follow-Up","Casts Gaia Stamp after using an Earth attack","15","-","-"
"50892","Tri-Element Mode III (Holy/Ice/Fire)","Grants [Attach Holy 2 with Stacking]/[Attach Ice 2 with Stacking]/[Attach Fire 2 with Stacking] after using a Holy/Ice/Fire ability, lasts for 1 turn","-","-","-"
"50893","Elemental Command Mode","Grants [Conditional Attach Element with Stacking] to the user after using four Samurai or Knight abilities, removes Elemental Command Mode","15","-","-"
"50894","Gulp","Grants [100% Critical 1], [Damage Cap +10000 1] and Proficiency +1 to the user after using two Samurai or Knight abilities, grants [Critical Damage +50% 1] to the user if Hilda is alive after using two Samurai or Knight abilities. Proficiency removed if user hasn't Synchro Mode","15","-","-"
"50895","Awoken Deist Dragoon","Wind and Lightning abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Wind and Lightning abilities","15","-","-"
"50896","Tri-Element Mode II (Holy/Ice/Fire)","Grants [Attach Holy with Stacking]/[Attach Ice with Stacking]/[Attach Fire with Stacking] after using a Holy/Ice/Fire ability, lasts for 1 turn","-","-","-"
"50897","Twin Element Mode II (Lightning/Wind)","Grants [Attach Lightning with Stacking]/[Attach Wind with Stacking] after using a Lightning/Wind ability, lasts for 1 turn","-","-","-"
"50898","Awoken Viera Warrior","Ice and Lightning abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Eruyt Feat after using Ice or Lightning abilities","15","-","-"
"50899","Twin Element Mode II (Ice/Lightning)","Grants [Attach Ice with Stacking]/[Attach Lightning with Stacking] after using a Ice/Lightning ability, lasts for 1 turn","-","-","-"
"509","Runic","Taunts single-target BLK attacks, absorbs BLK attacks to restore 1 consumed ability use","-","-","High Runic"
"50900","Flowing Mist Follow-Up","After using three Ice/Lightning abilities, casts Flowing Mist (Ice)/Flowing Mist (Lightning) if the triggering ability deals Ice/Lightning damage","15","-","-"
"50901","Once in a Lifetime Mode","Critical chance =100%, removed if the user doesn't have any Stoneskin","-","-","-"
"50902","Peridot Thunder","Grants [Garnet Trance] to the user after using three of Eidolon Justice or Song of Memories","15","-","-"
"50903","Princess's Resolve Mode","Dualcasts Summoning abilities, casts Thundercloud Strike after using three Summoning abilities, removes Princess's Resolve Mode from the user","15","-","-"
"50904","Awoken Talent","Lightning and Ice abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Lightning and Ice abilities","15","-","-"
"50905","Awoken Moonshade Butterfly","Support, Celerity and Dancer abilities don't consume uses, cast speed x2.00/2.25/2.50/2.75/3.00 for Support, Celerity and Dancer abilities at ability rank 1/2/3/4/5, grants [Quick Cast 1] to all allies after using Support, Celerity and Dancer abilities","15","-","-"
"50906","Twin Element Mode II (Lightning/Ice)","Grants [Attach Lightning with Stacking]/[Attach Ice with Stacking] after using a Lightning/Ice ability, lasts for 1 turn","-","-","-"
"50907","Federation Blackblood Mode","Grants [Instant ATB 1] and [40% Damage Reduction Barrier 1] to user when any Damage Reduction Barrier is removed, removed after triggering five times or if user hasn't Synchro Mode","-","-","-"
"50908","Blade Drawn","Casts Tachi: Kasha after using Tachi: Yukikaze, removed if user hasn't Synchro Mode","-","-","-"
"50909","Raging Fists Tornado Kick","After using three Lightning/Ice abilities, grants [Attach Lightning]/[Attach Ice] if the triggering ability deals Lightning/Ice damage","15","-","-"
"50910","Troupe Mayakov Mode (Dancer/Support)","After using two Dancer/Support abilities, causes/grants [DEF, RES and MND -70% (8s)]/[ATK, DEF, MAG and RES +30% (8s)]  to all enemies/allies based on triggering ability","15","-","-"
"50911","Raging Wind Mode","If user has any Damage Reduction Barrier, grants [200% ATB 1] to the user after using Violent Tornado or Whirlwind Form","15","-","-"
"50912","30% Damage Reduction Barrier 4","Reduces damage taken by 30% for the next 4 attacks","-","-","-"
"50913","Awoken Dragoon Pride","Dragoon abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Dragoon abilities","15","-","-"
"50914","Twin Element Mode (Lightning/Dark)","Grants [Attach Lightning] after using a Lightning ability, grants [Attach Dark] after using a Dark ability, lasts for 1 turn","-","-","-"
"50915","Soaring Knight Mode","Critical hits deal 50% more damage (additive with the base critical coefficient), keeps track of the number of Lightning and Dark attacks used, grants [Soaring Knight Mode Critical Chance] after using a Lightning or Dark attack","15","-","-"
"50916","Soaring Knight Mode Critical Chance","Critical chance =25/50/75/100% after using 1/2/3/4+ Lightning or Dark attacks while under Soaring Knight Mode, removed if user hasn't Soaring Knight Mode","-","-","-"
"50917","Twin Element Mode III (Lightning/Dark)","Grants [Attach Lightning with Stacking]/[Attach Dark 2 with Stacking] after using a Lightning/Dark ability, lasts for 1 turn","-","-","-"
"50918","Combine Mode","After using two Fire/Lightning/Ice abilities, grants [Attach Fire]/[Attach Lightning]/[Attach Ice] if the triggering ability deals Fire/Lightning/Ice damage, grants Vivi the same status if he is alive","15","-","-"
